standard,versjon_id,kode,navn,niva,forelder
SN2007,30,01,"Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell",2,A
SN2007,30,01.1,Dyrking av ettårige vekster,3,01
SN2007,30,01.2,Dyrking av flerårige vekster,3,01
SN2007,30,01.3,Planteformering,3,01
SN2007,30,01.4,Husdyrhold,3,01
SN2007,30,01.5,Kombinert husdyrhold og planteproduksjon,3,01
SN2007,30,01.6,Tjenester tilknyttet jordbruk og etterbehandling av vekster etter innhøsting,3,01
SN2007,30,01.7,"Jakt, viltstell og tjenester tilknyttet jakt og viltstell",3,01
SN2007,30,01.11,"Dyrking av korn (unntatt ris), belgvekster og oljeholdige vekster",4,01.1
SN2007,30,01.12,Dyrking av ris,4,01.1
SN2007,30,01.13,"Dyrking av grønnsaker, meloner, rot- og knollvekster",4,01.1
SN2007,30,01.14,Dyrking av sukkerrør,4,01.1
SN2007,30,01.15,Dyrking av tobakk,4,01.1
SN2007,30,01.16,Dyrking av fibervekster,4,01.1
SN2007,30,01.19,Dyrking av ettårige vekster ellers,4,01.1
SN2007,30,01.21,Dyrking av druer,4,01.2
SN2007,30,01.22,Dyrking av tropiske og subtropiske frukter,4,01.2
SN2007,30,01.23,Dyrking av sitrusfrukter,4,01.2
SN2007,30,01.24,Dyrking av kjernefrukter og steinfrukter,4,01.2
SN2007,30,01.25,Dyrking av annen frukt som vokser på trær eller busker samt nøtter,4,01.2
SN2007,30,01.26,Dyrking av oljeholdige frukter,4,01.2
SN2007,30,01.27,Dyrking av vekster for produksjon av drikkevarer,4,01.2
SN2007,30,01.28,"Dyrking av krydder og aromatiske, medisinske og farmasøytiske vekster",4,01.2
SN2007,30,01.29,Dyrking av flerårige vekster ellers,4,01.2
SN2007,30,01.30,Planteformering,4,01.3
SN2007,30,01.41,Melkeproduksjon på storfe,4,01.4
SN2007,30,01.42,Oppdrett av annet storfe,4,01.4
SN2007,30,01.43,Oppdrett av hester og andre dyr av hestefamilien,4,01.4
SN2007,30,01.44,Oppdrett av kameler og andre kameldyr,4,01.4
SN2007,30,01.45,Saue- og geitehold,4,01.4
SN2007,30,01.46,Svinehold,4,01.4
SN2007,30,01.47,Fjørfehold,4,01.4
SN2007,30,01.49,Husdyrhold ellers,4,01.4
SN2007,30,01.50,Kombinert husdyrhold og planteproduksjon,4,01.5
SN2007,30,01.61,Tjenester tilknyttet planteproduksjon,4,01.6
SN2007,30,01.62,Tjenester tilknyttet husdyrhold,4,01.6
SN2007,30,01.63,Etterbehandling av vekster etter innhøsting,4,01.6
SN2007,30,01.64,Behandling av såfrø,4,01.6
SN2007,30,01.70,"Jakt, viltstell og tjenester tilknyttet jakt og viltstell",4,01.7
SN2007,30,01.110,"Dyrking av korn (unntatt ris), belgvekster og oljeholdige vekster",5,01.11
SN2007,30,01.120,Dyrking av ris,5,01.12
SN2007,30,01.130,"Dyrking av grønnsaker, meloner, rot- og knollvekster",5,01.13
SN2007,30,01.140,Dyrking av sukkerrør,5,01.14
SN2007,30,01.150,Dyrking av tobakk,5,01.15
SN2007,30,01.160,Dyrking av fibervekster,5,01.16
SN2007,30,01.190,Dyrking av ettårige vekster ellers,5,01.19
SN2007,30,01.210,Dyrking av druer,5,01.21
SN2007,30,01.220,Dyrking av tropiske og subtropiske frukter,5,01.22
SN2007,30,01.230,Dyrking av sitrusfrukter,5,01.23
SN2007,30,01.240,Dyrking av kjernefrukter og steinfrukter,5,01.24
SN2007,30,01.250,Dyrking av annen frukt som vokser på trær eller busker samt nøtter,5,01.25
SN2007,30,01.260,Dyrking av oljeholdige frukter,5,01.26
SN2007,30,01.270,Dyrking av vekster for produksjon av drikkevarer,5,01.27
SN2007,30,01.280,"Dyrking av krydder og aromatiske, medisinske og farmasøytiske vekster",5,01.28
SN2007,30,01.290,Dyrking av flerårige vekster ellers,5,01.29
SN2007,30,01.300,Planteformering,5,01.30
SN2007,30,01.410,Melkeproduksjon på storfe,5,01.41
SN2007,30,01.420,Oppdrett av annet storfe,5,01.42
SN2007,30,01.430,Oppdrett av hester og andre dyr av hestefamilien,5,01.43
SN2007,30,01.440,Oppdrett av kameler og andre kameldyr,5,01.44
SN2007,30,01.451,Sauehold,5,01.45
SN2007,30,01.452,Geitehold,5,01.45
SN2007,30,01.460,Svinehold,5,01.46
SN2007,30,01.471,Hold av verpehøner for konsumeggproduksjon,5,01.47
SN2007,30,01.479,Annet fjørfehold,5,01.47
SN2007,30,01.490,Husdyrhold ellers,5,01.49
SN2007,30,01.500,Kombinert husdyrhold og planteproduksjon,5,01.50
SN2007,30,01.610,Tjenester tilknyttet planteproduksjon,5,01.61
SN2007,30,01.620,Tjenester tilknyttet husdyrhold,5,01.62
SN2007,30,01.630,Etterbehandling av vekster etter innhøsting,5,01.63
SN2007,30,01.640,Behandling av såfrø,5,01.64
SN2007,30,01.700,"Jakt, viltstell og tjenester tilknyttet jakt og viltstell",5,01.70
SN2007,30,02,Skogbruk og tjenester tilknyttet skogbruk,2,A
SN2007,30,02.1,Skogskjøtsel og andre skogbruksaktiviteter,3,02
SN2007,30,02.2,Avvirkning,3,02
SN2007,30,02.3,Innsamling av viltvoksende produkter av annet enn tre,3,02
SN2007,30,02.4,Tjenester tilknyttet skogbruk,3,02
SN2007,30,02.10,Skogskjøtsel og andre skogbruksaktiviteter,4,02.1
SN2007,30,02.20,Avvirkning,4,02.2
SN2007,30,02.30,Innsamling av viltvoksende produkter av annet enn tre,4,02.3
SN2007,30,02.40,Tjenester tilknyttet skogbruk,4,02.4
SN2007,30,02.100,Skogskjøtsel og andre skogbruksaktiviteter,5,02.10
SN2007,30,02.200,Avvirkning,5,02.20
SN2007,30,02.300,Innsamling av viltvoksende produkter av annet enn tre,5,02.30
SN2007,30,02.400,Tjenester tilknyttet skogbruk,5,02.40
SN2007,30,03,"Fiske, fangst og akvakultur",2,A
SN2007,30,03.1,Fiske og fangst,3,03
SN2007,30,03.2,Akvakultur,3,03
SN2007,30,03.11,Hav- og kystfiske og fangst,4,03.1
SN2007,30,03.12,Ferskvannsfiske,4,03.1
SN2007,30,03.21,Hav- og kystbasert akvakultur,4,03.2
SN2007,30,03.22,Ferskvannsbasert akvakultur,4,03.2
SN2007,30,03.111,Hav- og kystfiske,5,03.11
SN2007,30,03.112,Hvalfangst,5,03.11
SN2007,30,03.120,Ferskvannsfiske,5,03.12
SN2007,30,03.211,"Produksjon av matfisk, bløtdyr, krepsdyr og pigghuder i hav- og kystbasert akvakultur",5,03.21
SN2007,30,03.212,Produksjon av yngel og settefisk i hav- og kystbasert akvakultur,5,03.21
SN2007,30,03.213,Tjenester tilknyttet hav- og kystbasert akvakultur,5,03.21
SN2007,30,03.221,"Produksjon av matfisk, bløtdyr og krepsdyr i ferskvannsbasert akvakultur",5,03.22
SN2007,30,03.222,Produksjon av yngel og settefisk i ferskvannsbasert akvakultur,5,03.22
SN2007,30,03.223,Tjenester tilknyttet ferskvannsbasert akvakultur,5,03.22
SN2007,30,05,Bryting av steinkull og brunkull,2,B
SN2007,30,05.1,Bryting av steinkull,3,05
SN2007,30,05.2,Bryting av brunkull,3,05
SN2007,30,05.10,Bryting av steinkull,4,05.1
SN2007,30,05.20,Bryting av brunkull,4,05.2
SN2007,30,05.100,Bryting av steinkull,5,05.10
SN2007,30,05.200,Bryting av brunkull,5,05.20
SN2007,30,06,Utvinning av råolje og naturgass,2,B
SN2007,30,06.1,Utvinning av råolje,3,06
SN2007,30,06.2,Utvinning av naturgass,3,06
SN2007,30,06.10,Utvinning av råolje,4,06.1
SN2007,30,06.20,Utvinning av naturgass,4,06.2
SN2007,30,06.100,Utvinning av råolje,5,06.10
SN2007,30,06.200,Utvinning av naturgass,5,06.20
SN2007,30,07,Bryting av metallholdig malm,2,B
SN2007,30,07.1,Bryting av jernmalm,3,07
SN2007,30,07.2,Bryting av ikke-jernholdig malm,3,07
SN2007,30,07.10,Bryting av jernmalm,4,07.1
SN2007,30,07.21,Bryting av uran- og thoriummalm,4,07.2
SN2007,30,07.29,Bryting av ikke-jernholdig malm ellers,4,07.2
SN2007,30,07.100,Bryting av jernmalm,5,07.10
SN2007,30,07.210,Bryting av uran- og thoriummalm,5,07.21
SN2007,30,07.290,Bryting av ikke-jernholdig malm ellers,5,07.29
SN2007,30,08,Bryting og bergverksdrift ellers,2,B
SN2007,30,08.1,"Bryting av stein, utvinning av sand og leire",3,08
SN2007,30,08.9,Annen bryting og utvinning,3,08
SN2007,30,08.11,"Bryting av stein til bygge- og anleggsvirksomhet, kalkstein, gips, kritt og skifer",4,08.1
SN2007,30,08.12,"Utvinning fra grus- og sandtak, og utvinning av leire og kaolin",4,08.1
SN2007,30,08.91,Bryting og utvinning av kjemiske mineraler og gjødselsmineraler,4,08.9
SN2007,30,08.92,Stikking av torv,4,08.9
SN2007,30,08.93,Utvinning av salt,4,08.9
SN2007,30,08.99,Annen bryting og utvinning ikke nevnt annet sted,4,08.9
SN2007,30,08.111,Bryting av stein til bygge- og anleggsvirksomhet,5,08.11
SN2007,30,08.112,"Bryting av kalkstein, gips og kritt",5,08.11
SN2007,30,08.113,Bryting av skifer,5,08.11
SN2007,30,08.120,"Utvinning fra grus- og sandtak, og utvinning av leire og kaolin",5,08.12
SN2007,30,08.910,Bryting og utvinning av kjemiske mineraler og gjødselsmineraler,5,08.91
SN2007,30,08.920,Stikking av torv,5,08.92
SN2007,30,08.930,Utvinning av salt,5,08.93
SN2007,30,08.990,Annen bryting og utvinning ikke nevnt annet sted,5,08.99
SN2007,30,09,Tjenester tilknyttet bergverksdrift og utvinning,2,B
SN2007,30,09.1,Tjenester tilknyttet utvinning av råolje og naturgass,3,09
SN2007,30,09.9,Tjenester tilknyttet annen bergverksdrift,3,09
SN2007,30,09.10,Tjenester tilknyttet utvinning av råolje og naturgass,4,09.1
SN2007,30,09.90,Tjenester tilknyttet annen bergverksdrift,4,09.9
SN2007,30,09.101,Boretjenester tilknyttet utvinning av råolje og naturgass,5,09.10
SN2007,30,09.109,Andre tjenester tilknyttet utvinning av råolje og naturgass,5,09.10
SN2007,30,09.900,Tjenester tilknyttet annen bergverksdrift,5,09.90
SN2007,30,10,Produksjon av nærings- og nytelsesmidler,2,C
SN2007,30,10.1,"Produksjon, bearbeiding og konservering av kjøtt og kjøttvarer",3,10
SN2007,30,10.2,"Bearbeiding og konservering av fisk, skalldyr og bløtdyr",3,10
SN2007,30,10.3,Bearbeiding og konservering av frukt og grønnsaker,3,10
SN2007,30,10.4,Produksjon av vegetabilske og animalske oljer og fettstoffer,3,10
SN2007,30,10.5,Produksjon av meierivarer og iskrem,3,10
SN2007,30,10.6,"Produksjon av kornvarer, stivelse og stivelsesprodukter",3,10
SN2007,30,10.7,Produksjon av bakeri- og pastavarer,3,10
SN2007,30,10.8,Produksjon av andre næringsmidler,3,10
SN2007,30,10.9,Produksjon av fôrvarer,3,10
SN2007,30,10.11,Bearbeiding og konservering av kjøtt,4,10.1
SN2007,30,10.12,Bearbeiding og konservering av fjørfekjøtt,4,10.1
SN2007,30,10.13,Produksjon av kjøtt- og fjørfevarer,4,10.1
SN2007,30,10.20,"Bearbeiding og konservering av fisk, skalldyr og bløtdyr",4,10.2
SN2007,30,10.31,Bearbeiding og konservering av poteter,4,10.3
SN2007,30,10.32,Produksjon av juice av frukt og grønnsaker,4,10.3
SN2007,30,10.39,Bearbeiding og konservering av frukt og grønnsaker ellers,4,10.3
SN2007,30,10.41,Produksjon av oljer og fettstoffer,4,10.4
SN2007,30,10.42,Produksjon av margarin og lignende spiselige fettstoffer,4,10.4
SN2007,30,10.51,Produksjon av meierivarer,4,10.5
SN2007,30,10.52,Produksjon av iskrem,4,10.5
SN2007,30,10.61,Produksjon av kornvarer,4,10.6
SN2007,30,10.62,Produksjon av stivelse og stivelsesprodukter,4,10.6
SN2007,30,10.71,Produksjon av brød og ferske konditorvarer,4,10.7
SN2007,30,10.72,"Produksjon av kavringer, kjeks og konserverte konditorvarer",4,10.7
SN2007,30,10.73,"Produksjon av makaroni, nudler, couscous og lignende pastavarer",4,10.7
SN2007,30,10.81,Produksjon av sukker,4,10.8
SN2007,30,10.82,"Produksjon av kakao, sjokolade og sukkervarer",4,10.8
SN2007,30,10.83,Bearbeiding av te og kaffe,4,10.8
SN2007,30,10.84,Produksjon av smakstilsettingsstoffer og krydderier,4,10.8
SN2007,30,10.85,Produksjon av ferdigmat,4,10.8
SN2007,30,10.86,Produksjon av homogeniserte matprodukter og diettmat,4,10.8
SN2007,30,10.89,Produksjon av næringsmidler ikke nevnt annet sted,4,10.8
SN2007,30,10.91,Produksjon av fôrvarer til husdyrhold,4,10.9
SN2007,30,10.92,Produksjon av fôrvarer til kjæledyr,4,10.9
SN2007,30,10.110,Bearbeiding og konservering av kjøtt,5,10.11
SN2007,30,10.120,Bearbeiding og konservering av fjørfekjøtt,5,10.12
SN2007,30,10.130,Produksjon av kjøtt- og fjørfevarer,5,10.13
SN2007,30,10.201,"Produksjon av saltfisk, tørrfisk og klippfisk",5,10.20
SN2007,30,10.202,"Frysing av fisk, fiskefileter, skalldyr og bløtdyr",5,10.20
SN2007,30,10.203,Produksjon av fiskehermetikk,5,10.20
SN2007,30,10.209,"Slakting, bearbeiding og konservering av fisk og fiskevarer ellers",5,10.20
SN2007,30,10.310,Bearbeiding og konservering av poteter,5,10.31
SN2007,30,10.320,Produksjon av juice av frukt og grønnsaker,5,10.32
SN2007,30,10.390,Bearbeiding og konservering av frukt og grønnsaker ellers,5,10.39
SN2007,30,10.411,Produksjon av rå fiskeoljer og fett,5,10.41
SN2007,30,10.412,Produksjon av andre uraffinerte oljer og fett,5,10.41
SN2007,30,10.413,Produksjon av raffinerte oljer og fett,5,10.41
SN2007,30,10.420,Produksjon av margarin og lignende spiselige fettstoffer,5,10.42
SN2007,30,10.510,Produksjon av meierivarer,5,10.51
SN2007,30,10.520,Produksjon av iskrem,5,10.52
SN2007,30,10.610,Produksjon av kornvarer,5,10.61
SN2007,30,10.620,Produksjon av stivelse og stivelsesprodukter,5,10.62
SN2007,30,10.710,Produksjon av brød og ferske konditorvarer,5,10.71
SN2007,30,10.720,"Produksjon av kavringer, kjeks og konserverte konditorvarer",5,10.72
SN2007,30,10.730,"Produksjon av makaroni, nudler, couscous og lignende pastavarer",5,10.73
SN2007,30,10.810,Produksjon av sukker,5,10.81
SN2007,30,10.820,"Produksjon av kakao, sjokolade og sukkervarer",5,10.82
SN2007,30,10.830,Bearbeiding av te og kaffe,5,10.83
SN2007,30,10.840,Produksjon av smakstilsettingsstoffer og krydderier,5,10.84
SN2007,30,10.850,Produksjon av ferdigmat,5,10.85
SN2007,30,10.860,Produksjon av homogeniserte matprodukter og diettmat,5,10.86
SN2007,30,10.890,Produksjon av næringsmidler ikke nevnt annet sted,5,10.89
SN2007,30,10.910,Produksjon av fôrvarer til husdyrhold,5,10.91
SN2007,30,10.920,Produksjon av fôrvarer til kjæledyr,5,10.92
SN2007,30,11,Produksjon av drikkevarer,2,C
SN2007,30,11.0,Produksjon av drikkevarer,3,11
SN2007,30,11.01,"Destillering, rektifisering og blanding av sprit",4,11.0
SN2007,30,11.02,Produksjon av vin,4,11.0
SN2007,30,11.03,Produksjon av sider og annen fruktvin,4,11.0
SN2007,30,11.04,Produksjon av andre ikke-destillerte gjærede drikkevarer,4,11.0
SN2007,30,11.05,Produksjon av øl,4,11.0
SN2007,30,11.06,Produksjon av malt,4,11.0
SN2007,30,11.07,"Produksjon av mineralvann, leskedrikker og annet vann på flaske",4,11.0
SN2007,30,11.010,"Destillering, rektifisering og blanding av sprit",5,11.01
SN2007,30,11.020,Produksjon av vin,5,11.02
SN2007,30,11.030,Produksjon av sider og annen fruktvin,5,11.03
SN2007,30,11.040,Produksjon av andre ikke-destillerte gjærede drikkevarer,5,11.04
SN2007,30,11.050,Produksjon av øl,5,11.05
SN2007,30,11.060,Produksjon av malt,5,11.06
SN2007,30,11.070,"Produksjon av mineralvann, leskedrikker og annet vann på flaske",5,11.07
SN2007,30,12,Produksjon av tobakksvarer,2,C
SN2007,30,12.0,Produksjon av tobakksvarer,3,12
SN2007,30,12.00,Produksjon av tobakksvarer,4,12.0
SN2007,30,12.000,Produksjon av tobakksvarer,5,12.00
SN2007,30,13,Produksjon av tekstiler,2,C
SN2007,30,13.1,Bearbeiding og spinning av tekstilfibrer,3,13
SN2007,30,13.2,Veving av tekstiler,3,13
SN2007,30,13.3,Etterbehandling av tekstiler,3,13
SN2007,30,13.9,Produksjon av andre tekstiler,3,13
SN2007,30,13.10,Bearbeiding og spinning av tekstilfibrer,4,13.1
SN2007,30,13.20,Veving av tekstiler,4,13.2
SN2007,30,13.30,Etterbehandling av tekstiler,4,13.3
SN2007,30,13.91,Produksjon av stoffer av trikotasje,4,13.9
SN2007,30,13.92,"Produksjon av tekstilvarer, unntatt klær",4,13.9
SN2007,30,13.93,"Produksjon av gulvtepper, -matter og -ryer",4,13.9
SN2007,30,13.94,Produksjon av tauverk og nett,4,13.9
SN2007,30,13.95,"Produksjon av ikke-vevde tekstiler og tekstilvarer, unntatt klær",4,13.9
SN2007,30,13.96,Produksjon av tekstiler til teknisk og industriell bruk,4,13.9
SN2007,30,13.99,Produksjon av tekstiler ikke nevnt annet sted,4,13.9
SN2007,30,13.100,Bearbeiding og spinning av tekstilfibrer,5,13.10
SN2007,30,13.200,Veving av tekstiler,5,13.20
SN2007,30,13.300,Etterbehandling av tekstiler,5,13.30
SN2007,30,13.910,Produksjon av stoffer av trikotasje,5,13.91
SN2007,30,13.921,Produksjon av utstyrsvarer,5,13.92
SN2007,30,13.929,"Produksjon av andre tekstilvarer, unntatt klær",5,13.92
SN2007,30,13.930,"Produksjon av gulvtepper, -matter og -ryer",5,13.93
SN2007,30,13.940,Produksjon av tauverk og nett,5,13.94
SN2007,30,13.950,"Produksjon av ikke-vevde tekstiler og tekstilvarer, unntatt klær",5,13.95
SN2007,30,13.960,Produksjon av tekstiler til teknisk og industriell bruk,5,13.96
SN2007,30,13.990,Produksjon av tekstiler ikke nevnt annet sted,5,13.99
SN2007,30,14,Produksjon av klær,2,C
SN2007,30,14.1,"Produksjon av klær, unntatt pelsvarer",3,14
SN2007,30,14.2,Produksjon av pelsvarer,3,14
SN2007,30,14.3,Produksjon av klær av trikotasje,3,14
SN2007,30,14.11,Produksjon av klær av lær,4,14.1
SN2007,30,14.12,Produksjon av arbeidstøy,4,14.1
SN2007,30,14.13,Produksjon av annet yttertøy,4,14.1
SN2007,30,14.14,Produksjon av undertøy og innertøy,4,14.1
SN2007,30,14.19,Produksjon av klær og tilbehør ellers,4,14.1
SN2007,30,14.20,Produksjon av pelsvarer,4,14.2
SN2007,30,14.31,Produksjon av strømpevarer,4,14.3
SN2007,30,14.39,Produksjon av andre klær av trikotasje,4,14.3
SN2007,30,14.110,Produksjon av klær av lær,5,14.11
SN2007,30,14.120,Produksjon av arbeidstøy,5,14.12
SN2007,30,14.130,Produksjon av annet yttertøy,5,14.13
SN2007,30,14.140,Produksjon av undertøy og innertøy,5,14.14
SN2007,30,14.190,Produksjon av klær og tilbehør ellers,5,14.19
SN2007,30,14.200,Produksjon av pelsvarer,5,14.20
SN2007,30,14.310,Produksjon av strømpevarer,5,14.31
SN2007,30,14.390,Produksjon av andre klær av trikotasje,5,14.39
SN2007,30,15,Produksjon av lær og lærvarer,2,C
SN2007,30,15.1,"Beredning av lær, produksjon av reiseeffekter og salmakerartikler og beredning og farging av pelsskinn",3,15
SN2007,30,15.2,Produksjon av skotøy,3,15
SN2007,30,15.11,"Beredning av lær, og beredning og farging av pelsskinn",4,15.1
SN2007,30,15.12,Produksjon av reiseeffekter og salmakerartikler,4,15.1
SN2007,30,15.20,Produksjon av skotøy,4,15.2
SN2007,30,15.110,"Beredning av lær, og beredning og farging av pelsskinn",5,15.11
SN2007,30,15.120,Produksjon av reiseeffekter og salmakerartikler,5,15.12
SN2007,30,15.200,Produksjon av skotøy,5,15.20
SN2007,30,16,"Produksjon av trelast og varer av tre, kork, strå og flettematerialer, unntatt møbler",2,C
SN2007,30,16.1,"Saging, høvling og impregnering av tre",3,16
SN2007,30,16.2,"Produksjon av varer av tre, kork, strå og flettematerialer",3,16
SN2007,30,16.10,"Saging, høvling og impregnering av tre",4,16.1
SN2007,30,16.21,Produksjon av finerplater og andre bygnings- og møbelplater av tre,4,16.2
SN2007,30,16.22,Produksjon av sammensatte parkettstaver,4,16.2
SN2007,30,16.23,Produksjon av andre bygningsartikler,4,16.2
SN2007,30,16.24,Produksjon av treemballasje,4,16.2
SN2007,30,16.29,"Produksjon av andre trevarer og varer av kork, strå og flettematerialer",4,16.2
SN2007,30,16.100,"Saging, høvling og impregnering av tre",5,16.10
SN2007,30,16.210,Produksjon av finerplater og andre bygnings- og møbelplater av tre,5,16.21
SN2007,30,16.220,Produksjon av sammensatte parkettstaver,5,16.22
SN2007,30,16.231,Produksjon av monteringsferdige hus,5,16.23
SN2007,30,16.232,Produksjon av bygningsartikler,5,16.23
SN2007,30,16.240,Produksjon av treemballasje,5,16.24
SN2007,30,16.290,"Produksjon av andre trevarer og varer av kork, strå og flettematerialer",5,16.29
SN2007,30,17,Produksjon av papir og papirvarer,2,C
SN2007,30,17.1,"Produksjon av papirmasse, papir og papp",3,17
SN2007,30,17.2,Produksjon av varer av papir og papp,3,17
SN2007,30,17.11,Produksjon av papirmasse,4,17.1
SN2007,30,17.12,Produksjon av papir og papp,4,17.1
SN2007,30,17.21,Produksjon av bølgepapp og emballasje av papir og papp,4,17.2
SN2007,30,17.22,"Produksjon av husholdnings-, sanitær- og toalettartikler av papir",4,17.2
SN2007,30,17.23,Produksjon av kontorartikler av papir,4,17.2
SN2007,30,17.24,Produksjon av tapeter,4,17.2
SN2007,30,17.29,Produksjon av varer av papir og papp ellers,4,17.2
SN2007,30,17.110,Produksjon av papirmasse,5,17.11
SN2007,30,17.120,Produksjon av papir og papp,5,17.12
SN2007,30,17.210,Produksjon av bølgepapp og emballasje av papir og papp,5,17.21
SN2007,30,17.220,"Produksjon av husholdnings-, sanitær- og toalettartikler av papir",5,17.22
SN2007,30,17.230,Produksjon av kontorartikler av papir,5,17.23
SN2007,30,17.240,Produksjon av tapeter,5,17.24
SN2007,30,17.290,Produksjon av varer av papir og papp ellers,5,17.29
SN2007,30,18,Trykking og reproduksjon av innspilte opptak,2,C
SN2007,30,18.1,Trykking og tjenester tilknyttet trykking,3,18
SN2007,30,18.2,Reproduksjon av innspilte opptak,3,18
SN2007,30,18.11,Trykking av aviser,4,18.1
SN2007,30,18.12,Trykking ellers,4,18.1
SN2007,30,18.13,Ferdiggjøring før trykking og publisering,4,18.1
SN2007,30,18.14,Bokbinding og tilknyttede tjenester,4,18.1
SN2007,30,18.20,Reproduksjon av innspilte opptak,4,18.2
SN2007,30,18.110,Trykking av aviser,5,18.11
SN2007,30,18.120,Trykking ellers,5,18.12
SN2007,30,18.130,Ferdiggjøring før trykking og publisering,5,18.13
SN2007,30,18.140,Bokbinding og tilknyttede tjenester,5,18.14
SN2007,30,18.200,Reproduksjon av innspilte opptak,5,18.20
SN2007,30,19,Produksjon av kull- og raffinerte petroleumsprodukter,2,C
SN2007,30,19.1,Produksjon av kullprodukter,3,19
SN2007,30,19.2,Produksjon av raffinerte petroleumsprodukter,3,19
SN2007,30,19.10,Produksjon av kullprodukter,4,19.1
SN2007,30,19.20,Produksjon av raffinerte petroleumsprodukter,4,19.2
SN2007,30,19.100,Produksjon av kullprodukter,5,19.10
SN2007,30,19.200,Produksjon av raffinerte petroleumsprodukter,5,19.20
SN2007,30,20,Produksjon av kjemikalier og kjemiske produkter,2,C
SN2007,30,20.1,"Produksjon av kjemiske råvarer, gjødsel og nitrogenforbindelser, basisplast og syntetisk gummi",3,20
SN2007,30,20.2,Produksjon av plantevern- og skadedyrmidler og andre landbrukskjemiske produkter,3,20
SN2007,30,20.3,"Produksjon av maling og lakk, trykkfarger og tetningsmidler",3,20
SN2007,30,20.4,"Produksjon av såpe og vaskemidler, rense- og polermidler, parfyme og toalettartikler",3,20
SN2007,30,20.5,Produksjon av andre kjemiske produkter,3,20
SN2007,30,20.6,Produksjon av kunstfibrer,3,20
SN2007,30,20.11,Produksjon av industrigasser,4,20.1
SN2007,30,20.12,Produksjon av fargestoffer og pigmenter,4,20.1
SN2007,30,20.13,Produksjon av andre uorganiske kjemikalier,4,20.1
SN2007,30,20.14,Produksjon av andre organiske kjemiske råvarer,4,20.1
SN2007,30,20.15,"Produksjon av gjødsel, nitrogenforbindelser og vekstjord",4,20.1
SN2007,30,20.16,Produksjon av basisplast,4,20.1
SN2007,30,20.17,Produksjon av syntetisk gummi,4,20.1
SN2007,30,20.20,Produksjon av plantevern- og skadedyrmidler og andre landbrukskjemiske produkter,4,20.2
SN2007,30,20.30,"Produksjon av maling og lakk, trykkfarger og tetningsmidler",4,20.3
SN2007,30,20.41,"Produksjon av såpe og vaskemidler, rense- og polermidler",4,20.4
SN2007,30,20.42,Produksjon av parfyme og toalettartikler,4,20.4
SN2007,30,20.51,Produksjon av eksplosiver,4,20.5
SN2007,30,20.52,Produksjon av lim,4,20.5
SN2007,30,20.53,Produksjon av eteriske oljer,4,20.5
SN2007,30,20.59,Produksjon av kjemiske produkter ikke nevnt annet sted,4,20.5
SN2007,30,20.60,Produksjon av kunstfibrer,4,20.6
SN2007,30,20.110,Produksjon av industrigasser,5,20.11
SN2007,30,20.120,Produksjon av fargestoffer og pigmenter,5,20.12
SN2007,30,20.130,Produksjon av andre uorganiske kjemikalier,5,20.13
SN2007,30,20.140,Produksjon av andre organiske kjemiske råvarer,5,20.14
SN2007,30,20.150,"Produksjon av gjødsel, nitrogenforbindelser og vekstjord",5,20.15
SN2007,30,20.160,Produksjon av basisplast,5,20.16
SN2007,30,20.170,Produksjon av syntetisk gummi,5,20.17
SN2007,30,20.200,Produksjon av plantevern- og skadedyrmidler og andre landbrukskjemiske produkter,5,20.20
SN2007,30,20.300,"Produksjon av maling og lakk, trykkfarger og tetningsmidler",5,20.30
SN2007,30,20.410,"Produksjon av såpe og vaskemidler, rense- og polermidler",5,20.41
SN2007,30,20.420,Produksjon av parfyme og toalettartikler,5,20.42
SN2007,30,20.510,Produksjon av eksplosiver,5,20.51
SN2007,30,20.520,Produksjon av lim,5,20.52
SN2007,30,20.530,Produksjon av eteriske oljer,5,20.53
SN2007,30,20.590,Produksjon av kjemiske produkter ikke nevnt annet sted,5,20.59
SN2007,30,20.600,Produksjon av kunstfibrer,5,20.60
SN2007,30,21,Produksjon av farmasøytiske råvarer og preparater,2,C
SN2007,30,21.1,Produksjon av farmasøytiske råvarer,3,21
SN2007,30,21.2,Produksjon av farmasøytiske preparater,3,21
SN2007,30,21.10,Produksjon av farmasøytiske råvarer,4,21.1
SN2007,30,21.20,Produksjon av farmasøytiske preparater,4,21.2
SN2007,30,21.100,Produksjon av farmasøytiske råvarer,5,21.10
SN2007,30,21.200,Produksjon av farmasøytiske preparater,5,21.20
SN2007,30,22,Produksjon av gummi- og plastprodukter,2,C
SN2007,30,22.1,Produksjon av gummiprodukter,3,22
SN2007,30,22.2,Produksjon av plastprodukter,3,22
SN2007,30,22.11,"Produksjon av gummidekk og slanger til gummidekk, og regummiering og vulkanisering av gummidekk",4,22.1
SN2007,30,22.19,Produksjon av gummiprodukter ellers,4,22.1
SN2007,30,22.21,Produksjon av halvfabrikater av plast,4,22.2
SN2007,30,22.22,Produksjon av plastemballasje,4,22.2
SN2007,30,22.23,Produksjon av byggevarer av plast,4,22.2
SN2007,30,22.29,Produksjon av plastprodukter ellers,4,22.2
SN2007,30,22.110,"Produksjon av gummidekk og slanger til gummidekk, og regummiering og vulkanisering av gummidekk",5,22.11
SN2007,30,22.190,Produksjon av gummiprodukter ellers,5,22.19
