standard,versjon_id,kode,navn,niva,forelder
SN2007,30,96.010,Vaskeri- og renserivirksomhet,5,96.01
SN2007,30,96.020,Frisering og annen skjønnhetspleie,5,96.02
SN2007,30,96.030,Begravelsesbyråvirksomhet og drift av kirkegårder og krematorier,5,96.03
SN2007,30,96.040,Virksomhet knyttet til kroppspleie og fysisk velvære,5,96.04
SN2007,30,96.090,Personlig tjenesteyting ikke nevnt annet sted,5,96.09
SN2007,30,97,Lønnet arbeid i private husholdninger,2,T
SN2007,30,97.0,Lønnet arbeid i private husholdninger,3,97
SN2007,30,97.00,Lønnet arbeid i private husholdninger,4,97.0
SN2007,30,97.000,Lønnet arbeid i private husholdninger,5,97.00
SN2007,30,99,Internasjonale organisasjoner og organer,2,U
SN2007,30,99.0,Internasjonale organisasjoner og organer,3,99
SN2007,30,99.00,Internasjonale organisasjoner og organer,4,99.0
SN2007,30,99.000,Internasjonale organisasjoner og organer,5,99.00
SN2007,30,A,"Jordbruk, skogbruk og fiske",1,
SN2007,30,B,Bergverksdrift og utvinning,1,
SN2007,30,C,Industri,1,
SN2007,30,D,"Elektrisitets-, gass-, damp- og varmtvannsforsyning",1,
SN2007,30,E,"Vannforsyning, avløps- og renovasjonsvirksomhet",1,
SN2007,30,F,Bygge- og anleggsvirksomhet,1,
SN2007,30,G,"Varehandel, reparasjon av motorvogner",1,
SN2007,30,H,Transport og lagring,1,
SN2007,30,I,Overnattings- og serveringsvirksomhet,1,
SN2007,30,J,Informasjon og kommunikasjon,1,
SN2007,30,K,Finansierings- og forsikringsvirksomhet,1,
SN2007,30,L,Omsetning og drift av fast eiendom,1,
SN2007,30,M,"Faglig, vitenskapelig og teknisk tjenesteyting",1,
SN2007,30,N,Forretningsmessig tjenesteyting,1,
SN2007,30,O,"Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning",1,
SN2007,30,P,Undervisning,1,
SN2007,30,Q,Helse- og sosialtjenester,1,
SN2007,30,R,"Kulturell virksomhet, underholdning og fritidsaktiviteter",1,
SN2007,30,S,Annen tjenesteyting,1,
SN2007,30,T,Lønnet arbeid i private husholdninger,1,
SN2007,30,U,Internasjonale organisasjoner og organer,1,
