standard,versjon_id,kode,navn,niva,forelder
SN2025,3218,01.250,Dyrking av annen frukt som vokser på trær eller busker samt nøtter,5,01.25
SN2025,3218,01.260,Dyrking av oljeholdige frukter,5,01.26
SN2025,3218,01.270,Dyrking av vekster for produksjon av drikkevarer,5,01.27
SN2025,3218,01.280,"Dyrking av krydder og aromatiske, medisinske og farmasøytiske vekster",5,01.28
SN2025,3218,01.290,Dyrking av flerårige vekster ellers,5,01.29
SN2025,3218,01.300,Planteformering,5,01.30
SN2025,3218,01.410,Melkeproduksjon på storfe og oppdrett av melkekyr,5,01.41
SN2025,3218,01.420,Oppdrett av annet storfe til kjøttproduksjon og sædproduksjon,5,01.42
SN2025,3218,01.430,Hestehold,5,01.43
SN2025,3218,01.440,Oppdrett av kameler og andre kameldyr,5,01.44
SN2025,3218,01.451,Sauehold,5,01.45
SN2025,3218,01.452,Geitehold,5,01.45
SN2025,3218,01.460,Svinehold,5,01.46
SN2025,3218,01.471,Hold av verpehøner for konsumeggproduksjon,5,01.47
SN2025,3218,01.479,Annet fjørfehold,5,01.47
SN2025,3218,01.481,Reindrift,5,01.48
SN2025,3218,01.489,Husdyrhold ikke nevnt annet sted,5,01.48
SN2025,3218,01.500,Kombinert husdyrhold og planteproduksjon,5,01.50
SN2025,3218,01.610,Tjenester tilknyttet planteproduksjon,5,01.61
SN2025,3218,01.620,Tjenester tilknyttet husdyrhold,5,01.62
SN2025,3218,01.630,Etterbehandling av vekster etter innhøsting og behandling av såfrø,5,01.63
SN2025,3218,01.700,"Jakt, fangst, viltstell og tilknyttede tjenester",5,01.70
SN2025,3218,02,Skogbruk og tjenester tilknyttet skogbruk,2,A
SN2025,3218,02.1,Skogskjøtsel og andre skogbruksaktiviteter,3,02
SN2025,3218,02.2,Avvirkning,3,02
SN2025,3218,02.3,Innsamling av viltvoksende produkter av annet enn tre,3,02
SN2025,3218,02.4,Tjenester tilknyttet skogbruk,3,02
SN2025,3218,02.10,Skogskjøtsel og andre skogbruksaktiviteter,4,02.1
SN2025,3218,02.20,Avvirkning,4,02.2
SN2025,3218,02.30,Innsamling av viltvoksende produkter av annet enn tre,4,02.3
SN2025,3218,02.40,Tjenester tilknyttet skogbruk,4,02.4
SN2025,3218,02.100,Skogskjøtsel og andre skogbruksaktiviteter,5,02.10
SN2025,3218,02.200,Avvirkning,5,02.20
SN2025,3218,02.300,Innsamling av viltvoksende produkter av annet enn tre,5,02.30
SN2025,3218,02.400,Tjenester tilknyttet skogbruk,5,02.40
SN2025,3218,03,"Fiske, fangst og akvakultur",2,A
SN2025,3218,03.1,Fiske og fangst,3,03
SN2025,3218,03.2,Akvakultur,3,03
SN2025,3218,03.3,"Tjenester tilknyttet fiske, fangst og akvakultur",3,03
SN2025,3218,03.11,Fiske og fangst i sjø,4,03.1
SN2025,3218,03.12,Fiske og fangst i ferskvann,4,03.1
SN2025,3218,03.21,Akvakultur i sjø og brakkvann,4,03.2
SN2025,3218,03.22,Akvakultur i ferskvann,4,03.2
SN2025,3218,03.30,"Tjenester tilknyttet fiske, fangst og akvakultur",4,03.3
SN2025,3218,03.110,Fiske og fangst i sjø,5,03.11
SN2025,3218,03.120,Fiske og fangst i ferskvann,5,03.12
SN2025,3218,03.211,"Produksjon av fisk, bløtdyr, krepsdyr og pigghuder i sjø og brakkvann",5,03.21
SN2025,3218,03.212,Produksjon av yngel og settefisk i sjø og brakkvann,5,03.21
SN2025,3218,03.221,"Produksjon av fisk, bløtdyr, krepsdyr og andre dyr som lever i ferskvann",5,03.22
SN2025,3218,03.222,Produksjon av yngel og settefisk i ferskvann,5,03.22
SN2025,3218,03.300,"Tjenester tilknyttet fiske, fangst og akvakultur",5,03.30
SN2025,3218,05,Bryting av steinkull og brunkull,2,B
SN2025,3218,05.1,Bryting av steinkull,3,05
SN2025,3218,05.2,Bryting av brunkull,3,05
SN2025,3218,05.10,Bryting av steinkull,4,05.1
SN2025,3218,05.20,Bryting av brunkull,4,05.2
SN2025,3218,05.100,Bryting av steinkull,5,05.10
SN2025,3218,05.200,Bryting av brunkull,5,05.20
SN2025,3218,06,Utvinning av råolje og naturgass,2,B
SN2025,3218,06.1,Utvinning av råolje,3,06
SN2025,3218,06.2,Utvinning av naturgass,3,06
SN2025,3218,06.10,Utvinning av råolje,4,06.1
SN2025,3218,06.20,Utvinning av naturgass,4,06.2
SN2025,3218,06.100,Utvinning av råolje,5,06.10
SN2025,3218,06.200,Utvinning av naturgass,5,06.20
SN2025,3218,07,Bryting av metallholdig malm,2,B
SN2025,3218,07.1,Bryting av jernmalm,3,07
SN2025,3218,07.2,Bryting av ikke-jernholdig malm,3,07
SN2025,3218,07.10,Bryting av jernmalm,4,07.1
SN2025,3218,07.21,Bryting av uran- og thoriummalm,4,07.2
SN2025,3218,07.29,Bryting av ikke-jernholdig malm ellers,4,07.2
SN2025,3218,07.100,Bryting av jernmalm,5,07.10
SN2025,3218,07.210,Bryting av uran- og thoriummalm,5,07.21
SN2025,3218,07.290,Bryting av ikke-jernholdig malm ellers,5,07.29
SN2025,3218,08,Bryting og bergverksdrift ellers,2,B
SN2025,3218,08.1,"Bryting av stein, utvinning av sand og leire",3,08
SN2025,3218,08.9,Bryting og utvinning ikke nevnt annet sted,3,08
SN2025,3218,08.11,"Bryting av dekorstein, kalkstein, gips, skifer og annen stein",4,08.1
SN2025,3218,08.12,"Utvinning fra grus- og sandtak, og utvinning av leire og kaolin",4,08.1
SN2025,3218,08.91,Bryting og utvinning av kjemiske mineraler og gjødselmineraler,4,08.9
SN2025,3218,08.92,Stikking av torv,4,08.9
SN2025,3218,08.93,Utvinning av salt,4,08.9
SN2025,3218,08.99,Annen bryting og utvinning ikke nevnt annet sted,4,08.9
SN2025,3218,08.110,"Bryting av dekorstein, kalkstein, gips, skifer og annen stein",5,08.11
SN2025,3218,08.120,"Utvinning fra grus- og sandtak, og utvinning av leire og kaolin",5,08.12
SN2025,3218,08.910,Bryting og utvinning av kjemiske mineraler og gjødselmineraler,5,08.91
SN2025,3218,08.920,Stikking av torv,5,08.92
SN2025,3218,08.930,Utvinning av salt,5,08.93
SN2025,3218,08.990,Annen bryting og utvinning ikke nevnt annet sted,5,08.99
SN2025,3218,09,Tjenester tilknyttet bergverksdrift og utvinning,2,B
SN2025,3218,09.1,Tjenester tilknyttet utvinning av råolje og naturgass,3,09
SN2025,3218,09.9,Tjenester tilknyttet annen bergverksdrift,3,09
SN2025,3218,09.10,Tjenester tilknyttet utvinning av råolje og naturgass,4,09.1
SN2025,3218,09.90,Tjenester tilknyttet annen bergverksdrift,4,09.9
SN2025,3218,09.101,Boretjenester tilknyttet utvinning av råolje og naturgass,5,09.10
SN2025,3218,09.109,Andre tjenester tilknyttet utvinning av råolje og naturgass,5,09.10
SN2025,3218,09.900,Tjenester tilknyttet annen bergverksdrift,5,09.90
SN2025,3218,10,Produksjon av nærings- og nytelsesmidler,2,C
SN2025,3218,10.1,"Produksjon, bearbeiding og konservering av kjøtt og kjøttvarer",3,10
SN2025,3218,10.2,"Bearbeiding og konservering av fisk, skalldyr og bløtdyr",3,10
SN2025,3218,10.3,Bearbeiding og konservering av frukt og grønnsaker,3,10
SN2025,3218,10.4,Produksjon av vegetabilske og animalske oljer og fettstoffer,3,10
SN2025,3218,10.5,Produksjon av meierivarer og spiselige isprodukter,3,10
SN2025,3218,10.6,"Produksjon av kornvarer, stivelse og stivelsesprodukter",3,10
SN2025,3218,10.7,Produksjon av bakervarer og melprodukter,3,10
SN2025,3218,10.8,Produksjon av andre næringsmidler,3,10
SN2025,3218,10.9,Produksjon av fôrvarer,3,10
SN2025,3218,10.11,Bearbeiding og konservering av kjøtt unntatt fjørfekjøtt,4,10.1
SN2025,3218,10.12,Bearbeiding og konservering av fjørfekjøtt,4,10.1
SN2025,3218,10.13,Produksjon av kjøtt- og fjørfevarer,4,10.1
SN2025,3218,10.20,"Bearbeiding og konservering av fisk, skalldyr og bløtdyr",4,10.2
SN2025,3218,10.31,Bearbeiding og konservering av poteter,4,10.3
SN2025,3218,10.32,Produksjon av juice av frukt og grønnsaker,4,10.3
SN2025,3218,10.39,Bearbeiding og konservering av frukt og grønnsaker ellers,4,10.3
SN2025,3218,10.41,Produksjon av oljer og fettstoffer,4,10.4
SN2025,3218,10.42,Produksjon av margarin og lignende spiselige fettstoffer,4,10.4
SN2025,3218,10.51,Produksjon av meierivarer,4,10.5
SN2025,3218,10.52,Produksjon av iskrem og andre spiselige isprodukter,4,10.5
SN2025,3218,10.61,Produksjon av kornvarer,4,10.6
SN2025,3218,10.62,Produksjon av stivelse og stivelsesprodukter,4,10.6
SN2025,3218,10.71,Produksjon av brød og ferske konditorvarer,4,10.7
SN2025,3218,10.72,"Produksjon av kavringer, kjeks og konserverte konditorvarer",4,10.7
SN2025,3218,10.73,Produksjon av melprodukter ellers,4,10.7
SN2025,3218,10.81,Produksjon av sukker,4,10.8
SN2025,3218,10.82,"Produksjon av kakao, sjokolade og sukkervarer",4,10.8
SN2025,3218,10.83,Bearbeiding av te og kaffe,4,10.8
SN2025,3218,10.84,Produksjon av smakstilsettingsstoffer og krydderier,4,10.8
SN2025,3218,10.85,Produksjon av ferdigmat,4,10.8
SN2025,3218,10.86,Produksjon av homogeniserte matprodukter og diettmat,4,10.8
SN2025,3218,10.89,Produksjon av næringsmidler ikke nevnt annet sted,4,10.8
SN2025,3218,10.91,Produksjon av fôrvarer til husdyrhold,4,10.9
SN2025,3218,10.92,Produksjon av fôrvarer til kjæledyr,4,10.9
SN2025,3218,10.110,Bearbeiding og konservering av kjøtt unntatt fjørfekjøtt,5,10.11
SN2025,3218,10.120,Bearbeiding og konservering av fjørfekjøtt,5,10.12
SN2025,3218,10.130,Produksjon av kjøtt- og fjørfevarer,5,10.13
SN2025,3218,10.201,"Produksjon av saltfisk, tørrfisk og klippfisk",5,10.20
SN2025,3218,10.202,"Slakting av fisk, skalldyr og bløtdyr",5,10.20
SN2025,3218,10.203,"Frysing og videre bearbeiding av fisk, skalldyr og bløtdyr",5,10.20
SN2025,3218,10.310,Bearbeiding og konservering av poteter,5,10.31
SN2025,3218,10.320,Produksjon av juice av frukt og grønnsaker,5,10.32
SN2025,3218,10.390,Bearbeiding og konservering av frukt og grønnsaker ellers,5,10.39
SN2025,3218,10.410,Produksjon av oljer og fettstoffer,5,10.41
SN2025,3218,10.420,Produksjon av margarin og lignende spiselige fettstoffer,5,10.42
SN2025,3218,10.510,Produksjon av meierivarer,5,10.51
SN2025,3218,10.520,Produksjon av iskrem og andre spiselige isprodukter,5,10.52
SN2025,3218,10.610,Produksjon av kornvarer,5,10.61
SN2025,3218,10.620,Produksjon av stivelse og stivelsesprodukter,5,10.62
SN2025,3218,10.710,Produksjon av brød og ferske konditorvarer,5,10.71
SN2025,3218,10.720,"Produksjon av kavringer, kjeks og konserverte konditorvarer",5,10.72
SN2025,3218,10.730,Produksjon av melprodukter ellers,5,10.73
SN2025,3218,10.810,Produksjon av sukker,5,10.81
SN2025,3218,10.820,"Produksjon av kakao, sjokolade og sukkervarer",5,10.82
SN2025,3218,10.830,Bearbeiding av te og kaffe,5,10.83
SN2025,3218,10.840,Produksjon av smakstilsettingsstoffer og krydderier,5,10.84
SN2025,3218,10.850,Produksjon av ferdigmat,5,10.85
SN2025,3218,10.860,Produksjon av homogeniserte matprodukter og diettmat,5,10.86
SN2025,3218,10.890,Produksjon av næringsmidler ikke nevnt annet sted,5,10.89
SN2025,3218,10.911,Produksjon av fôrvarer for husdyr i landbruk,5,10.91
SN2025,3218,10.912,Produksjon av fôrvarer for akvakultur,5,10.91
SN2025,3218,10.920,Produksjon av fôrvarer til kjæledyr,5,10.92
SN2025,3218,11,Produksjon av drikkevarer,2,C
SN2025,3218,11.0,Produksjon av drikkevarer,3,11
SN2025,3218,11.01,"Destillering, rektifisering og blanding av sprit",4,11.0
SN2025,3218,11.02,Produksjon av vin,4,11.0
SN2025,3218,11.03,Produksjon av sider og andre gjærede fruktdrikker,4,11.0
SN2025,3218,11.04,Produksjon av andre ikke-destillerte gjærede drikkevarer,4,11.0
SN2025,3218,11.05,Produksjon av øl,4,11.0
SN2025,3218,11.06,Produksjon av malt,4,11.0
SN2025,3218,11.07,Produksjon av leskedrikker og flaskevann,4,11.0
SN2025,3218,11.010,"Destillering, rektifisering og blanding av sprit",5,11.01
SN2025,3218,11.020,Produksjon av vin,5,11.02
SN2025,3218,11.030,Produksjon av sider og andre gjærede fruktdrikker,5,11.03
SN2025,3218,11.040,Produksjon av andre ikke-destillerte gjærede drikkevarer,5,11.04
SN2025,3218,11.050,Produksjon av øl,5,11.05
SN2025,3218,11.060,Produksjon av malt,5,11.06
SN2025,3218,11.070,Produksjon av leskedrikker og flaskevann,5,11.07
SN2025,3218,12,Produksjon av tobakksvarer,2,C
SN2025,3218,12.0,Produksjon av tobakksvarer,3,12
SN2025,3218,12.00,Produksjon av tobakksvarer,4,12.0
SN2025,3218,12.000,Produksjon av tobakksvarer,5,12.00
SN2025,3218,13,Produksjon av tekstiler,2,C
SN2025,3218,13.1,Bearbeiding og spinning av tekstilfibre,3,13
SN2025,3218,13.2,Veving av tekstiler,3,13
SN2025,3218,13.3,Etterbehandling av tekstiler,3,13
SN2025,3218,13.9,Produksjon av andre tekstiler,3,13
SN2025,3218,13.10,Bearbeiding og spinning av tekstilfibre,4,13.1
SN2025,3218,13.20,Veving av tekstiler,4,13.2
SN2025,3218,13.30,Etterbehandling av tekstiler,4,13.3
SN2025,3218,13.91,Produksjon av trikotasjestoffer og heklede stoffer,4,13.9
SN2025,3218,13.92,Produksjon av husholdningstekstiler og innredningsvarer i stoff klare til bruk,4,13.9
SN2025,3218,13.93,"Produksjon av gulvtepper, -matter og -ryer",4,13.9
SN2025,3218,13.94,"Produksjon av tauverk, rep, hyssing og nett",4,13.9
SN2025,3218,13.95,Produksjon av ikke-vevde tekstiler og tekstilvarer,4,13.9
SN2025,3218,13.96,Produksjon av tekstiler til teknisk og industriell bruk,4,13.9
SN2025,3218,13.99,Produksjon av tekstiler ikke nevnt annet sted,4,13.9
SN2025,3218,13.100,Bearbeiding og spinning av tekstilfibre,5,13.10
SN2025,3218,13.200,Veving av tekstiler,5,13.20
SN2025,3218,13.300,Etterbehandling av tekstiler,5,13.30
SN2025,3218,13.910,Produksjon av trikotasjestoffer og heklede stoffer,5,13.91
SN2025,3218,13.920,Produksjon av husholdningstekstiler og innredningsvarer i stoff klare til bruk,5,13.92
SN2025,3218,13.930,"Produksjon av gulvtepper, -matter og -ryer",5,13.93
SN2025,3218,13.940,"Produksjon av tauverk, rep, hyssing og nett",5,13.94
SN2025,3218,13.950,Produksjon av ikke-vevde tekstiler og tekstilvarer,5,13.95
SN2025,3218,13.960,Produksjon av tekstiler til teknisk og industriell bruk,5,13.96
SN2025,3218,13.990,Produksjon av tekstiler ikke nevnt annet sted,5,13.99
SN2025,3218,14,Produksjon av klær,2,C
SN2025,3218,14.1,Produksjon av klær av trikotasje og heklede klær,3,14
SN2025,3218,14.2,Produksjon av andre klær og tilbehør,3,14
SN2025,3218,14.10,Produksjon av klær av trikotasje og heklede klær,4,14.1
SN2025,3218,14.21,Produksjon av yttertøy,4,14.2
SN2025,3218,14.22,Produksjon av undertøy,4,14.2
SN2025,3218,14.23,Produksjon av arbeidstøy,4,14.2
SN2025,3218,14.24,Produksjon av klær av lær og pelsvarer,4,14.2
SN2025,3218,14.29,Produksjon av klær og tilbehør ikke nevnt annet sted,4,14.2
SN2025,3218,14.100,Produksjon av klær av trikotasje og heklede klær,5,14.10
SN2025,3218,14.210,Produksjon av yttertøy,5,14.21
SN2025,3218,14.220,Produksjon av undertøy,5,14.22
SN2025,3218,14.230,Produksjon av arbeidstøy,5,14.23
SN2025,3218,14.240,Produksjon av klær av lær og pelsvarer,5,14.24
SN2025,3218,14.290,Produksjon av klær og tilbehør ikke nevnt annet sted,5,14.29
SN2025,3218,15,Produksjon av lær og andre relaterte produkter,2,C
SN2025,3218,15.1,"Beredning og farging av lær og pelsskinn, produksjon av reiseeffekter og salmakerartikler",3,15
SN2025,3218,15.2,Produksjon av skotøy,3,15
SN2025,3218,15.11,Beredning og farging av lær og pelsskinn,4,15.1
SN2025,3218,15.12,Produksjon av reiseeffekter og salmakerartikler,4,15.1
SN2025,3218,15.20,Produksjon av skotøy,4,15.2
SN2025,3218,15.110,Beredning og farging av lær og pelsskinn,5,15.11
SN2025,3218,15.120,Produksjon av reiseeffekter og salmakerartikler,5,15.12
SN2025,3218,15.200,Produksjon av skotøy,5,15.20
SN2025,3218,16,"Produksjon av trelast og varer av tre, kork, strå og flettematerialer, unntatt møbler",2,C
SN2025,3218,16.1,"Saging, høvling, bearbeiding og etterbehandling av tre",3,16
SN2025,3218,16.2,"Produksjon av varer av tre, kork, strå og flettematerialer",3,16
SN2025,3218,16.11,Saging og høvling av tre,4,16.1
SN2025,3218,16.12,Bearbeiding og etterbehandling av tre,4,16.1
SN2025,3218,16.21,Produksjon av finerplater og andre bygnings- og møbelplater av tre,4,16.2
SN2025,3218,16.22,Produksjon av sammensatte parkettstaver,4,16.2
SN2025,3218,16.23,Produksjon av andre bygningsartikler,4,16.2
SN2025,3218,16.24,Produksjon av treemballasje,4,16.2
SN2025,3218,16.25,Produksjon av dører og vinduer i tre,4,16.2
SN2025,3218,16.26,Produksjon av fast brensel av vegetabilsk biomasse,4,16.2
SN2025,3218,16.27,Etterbehandling av treprodukter,4,16.2
SN2025,3218,16.28,"Produksjon av andre trevarer og varer av kork, strå og flettematerialer",4,16.2
SN2025,3218,16.110,Saging og høvling av tre,5,16.11
SN2025,3218,16.120,Bearbeiding og etterbehandling av tre,5,16.12
SN2025,3218,16.210,Produksjon av finerplater og andre bygnings- og møbelplater av tre,5,16.21
SN2025,3218,16.220,Produksjon av sammensatte parkettstaver,5,16.22
SN2025,3218,16.230,Produksjon av andre bygningsartikler,5,16.23
SN2025,3218,16.240,Produksjon av treemballasje,5,16.24
SN2025,3218,16.250,Produksjon av dører og vinduer i tre,5,16.25
SN2025,3218,16.260,Produksjon av fast brensel av vegetabilsk biomasse,5,16.26
SN2025,3218,16.270,Etterbehandling av treprodukter,5,16.27
SN2025,3218,16.280,"Produksjon av andre trevarer og varer av kork, strå og flettematerialer",5,16.28
SN2025,3218,17,Produksjon av papir og papirvarer,2,C
SN2025,3218,17.1,"Produksjon av papirmasse, papir og papp",3,17
SN2025,3218,17.2,Produksjon av varer av papir og papp,3,17
SN2025,3218,17.11,Produksjon av papirmasse,4,17.1
SN2025,3218,17.12,Produksjon av papir og papp,4,17.1
SN2025,3218,17.21,"Produksjon av bølgepapp, papp og emballasje av papir og papp",4,17.2
SN2025,3218,17.22,"Produksjon av husholdnings-, sanitær- og toalettartikler",4,17.2
SN2025,3218,17.23,Produksjon av kontorartikler av papir,4,17.2
SN2025,3218,17.24,Produksjon av tapet,4,17.2
SN2025,3218,17.25,Produksjon av varer av papir og papp ellers,4,17.2
SN2025,3218,17.110,Produksjon av papirmasse,5,17.11
SN2025,3218,17.120,Produksjon av papir og papp,5,17.12
SN2025,3218,17.210,"Produksjon av bølgepapp, papp og emballasje av papir og papp",5,17.21
SN2025,3218,17.220,"Produksjon av husholdnings-, sanitær- og toalettartikler",5,17.22
SN2025,3218,17.230,Produksjon av kontorartikler av papir,5,17.23
SN2025,3218,17.240,Produksjon av tapet,5,17.24
SN2025,3218,17.250,Produksjon av varer av papir og papp ellers,5,17.25
SN2025,3218,18,Trykking og reproduksjon av innspilte opptak,2,C
SN2025,3218,18.1,Trykking og tjenester tilknyttet trykking,3,18
SN2025,3218,18.2,Reproduksjon av innspilte opptak,3,18
SN2025,3218,18.11,Trykking av aviser,4,18.1
SN2025,3218,18.12,Trykking ellers,4,18.1
SN2025,3218,18.13,Ferdiggjøring før trykking og publisering,4,18.1
SN2025,3218,18.14,Bokbinding og tilknyttede tjenester,4,18.1
SN2025,3218,18.20,Reproduksjon av innspilte opptak,4,18.2
SN2025,3218,18.110,Trykking av aviser,5,18.11
SN2025,3218,18.120,Trykking ellers,5,18.12
SN2025,3218,18.130,Ferdiggjøring før trykking og publisering,5,18.13
SN2025,3218,18.140,Bokbinding og tilknyttede tjenester,5,18.14
SN2025,3218,18.200,Reproduksjon av innspilte opptak,5,18.20
SN2025,3218,19,Produksjon av kullprodukter og raffinerte petroleumsprodukter,2,C
SN2025,3218,19.1,Produksjon av kullprodukter,3,19
SN2025,3218,19.2,Produksjon av raffinerte petroleumsprodukter og fossile brenselsprodukter,3,19
SN2025,3218,19.10,Produksjon av kullprodukter,4,19.1
SN2025,3218,19.20,Produksjon av raffinerte petroleumsprodukter og fossile brenselsprodukter,4,19.2
SN2025,3218,19.100,Produksjon av kullprodukter,5,19.10
SN2025,3218,19.200,Produksjon av raffinerte petroleumsprodukter og fossile brenselsprodukter,5,19.20
SN2025,3218,20,Produksjon av kjemikalier og kjemiske produkter,2,C
SN2025,3218,20.1,"Produksjon av kjemiske råvarer, gjødsel og nitrogenforbindelser, basisplast og syntetisk gummi",3,20
SN2025,3218,20.2,"Produksjon av plantevern-, skadedyr- og desinfeksjonsmidler og andre landbrukskjemiske produkter",3,20
SN2025,3218,20.3,"Produksjon av maling, lakk og lignende ytterbelegg, trykkfarger og tetningsmidler",3,20
SN2025,3218,20.4,"Produksjon av vaske-, rense- og poleringsmidler",3,20
SN2025,3218,20.5,Produksjon av andre kjemiske produkter,3,20
SN2025,3218,20.6,Produksjon av kunstfibre,3,20
SN2025,3218,20.11,Produksjon av industrigasser,4,20.1
SN2025,3218,20.12,Produksjon av fargestoffer og pigmenter,4,20.1
SN2025,3218,20.13,Produksjon av andre uorganiske kjemiske råvarer,4,20.1
SN2025,3218,20.14,Produksjon av andre organiske kjemiske råvarer,4,20.1
SN2025,3218,20.15,Produksjon av gjødsel og nitrogenforbindelser,4,20.1
SN2025,3218,20.16,Produksjon av basisplast,4,20.1
SN2025,3218,20.17,Produksjon av syntetisk gummi,4,20.1
SN2025,3218,20.20,"Produksjon av plantevern-, skadedyr- og desinfeksjonsmidler og andre landbrukskjemiske produkter",4,20.2
SN2025,3218,20.30,"Produksjon av maling, lakk og lignende ytterbelegg, trykkfarger og tetningsmidler",4,20.3
SN2025,3218,20.41,"Produksjon av såpe og vaske-, rense- og poleringsmidler",4,20.4
SN2025,3218,20.42,Produksjon av parfyme og toalettartikler,4,20.4
SN2025,3218,20.51,Produksjon av flytende biobrensel,4,20.5
SN2025,3218,20.59,Produksjon av andre kjemiske produkter ikke nevnt annet sted,4,20.5
SN2025,3218,20.60,Produksjon av kunstfibre,4,20.6
SN2025,3218,20.110,Produksjon av industrigasser,5,20.11
SN2025,3218,20.120,Produksjon av fargestoffer og pigmenter,5,20.12
SN2025,3218,20.130,Produksjon av andre uorganiske kjemiske råvarer,5,20.13
SN2025,3218,20.140,Produksjon av andre organiske kjemiske råvarer,5,20.14
SN2025,3218,20.150,Produksjon av gjødsel og nitrogenforbindelser,5,20.15
SN2025,3218,20.160,Produksjon av basisplast,5,20.16
SN2025,3218,20.170,Produksjon av syntetisk gummi,5,20.17
SN2025,3218,20.200,"Produksjon av plantevern-, skadedyr- og desinfeksjonsmidler og andre landbrukskjemiske produkter",5,20.20
SN2025,3218,20.300,"Produksjon av maling, lakk og lignende ytterbelegg, trykkfarger og tetningsmidler",5,20.30
SN2025,3218,20.410,"Produksjon av såpe og vaske-, rense- og poleringsmidler",5,20.41
SN2025,3218,20.420,Produksjon av parfyme og toalettartikler,5,20.42
SN2025,3218,20.510,Produksjon av flytende biobrensel,5,20.51
SN2025,3218,20.590,Produksjon av andre kjemiske produkter ikke nevnt annet sted,5,20.59
SN2025,3218,20.600,Produksjon av kunstfibre,5,20.60
SN2025,3218,21,Produksjon av farmasøytiske råvarer og preparater,2,C
SN2025,3218,21.1,Produksjon av farmasøytiske råvarer,3,21
SN2025,3218,21.2,Produksjon av farmasøytiske preparater,3,21
SN2025,3218,21.10,Produksjon av farmasøytiske råvarer,4,21.1
SN2025,3218,21.20,Produksjon av farmasøytiske preparater,4,21.2
SN2025,3218,21.100,Produksjon av farmasøytiske råvarer,5,21.10
SN2025,3218,21.200,Produksjon av farmasøytiske preparater,5,21.20
