2023-09 | 327 | 234 | 71.6
2023-10 | 373 | 272 | 72.9
2023-11 | 305 | 204 | 66.9
2023-12 | 300 | 231 | 77.0
2024-01 | 341 | 265 | 77.7
2024-02 | 351 | 254 | 72.4
2024-03 | 263 | 190 | 72.2
2024-04 | 393 | 267 | 67.9
2024-05 | 325 | 236 | 72.6
2024-06 | 345 | 235 | 68.1
2024-07 | 246 | 212 | 86.2
2024-08 | 272 | 198 | 72.8
2024-09 | 328 | 226 | 68.9
2024-10 | 321 | 231 | 72.0
2024-11 | 353 | 238 | 67.4
2024-12 | 322 | 241 | 74.8
